;Date;Type;Country;Injury
1075;08-Nov-2009;Unprovoked;AUSTRALIA;Ankle bitten
1076;05-Nov-2009;Unprovoked;USA;No injury, board broken in half
1077;30-Oct-2009;Boating;AUSTRALIA;No injury, shark bit kayak
1078;Reported 29-Oct-2009;Unprovoked;MOZAMBIQUE;Left ankle & foot bitten
1079;28-Oct-2009;Unprovoked;AUSTRALIA;No injury, shark bit rear of paddleboard
1080;24-Oct-2009;Unprovoked;USA;3 puncture wounds to big toe of left foot, and laceration on arch of foot
1081;19-Oct-2009;Unprovoked;USA;Bitten on upper right thigh & right ankle
1082;18-Oct-2009;Unprovoked;PANAMA;Arm & torso bitten
1083;17-Oct-2009;Provoked;SCOTLAND;15-20 puncture wounds to arm by captive shark  PROVOKED INCIDENT 
1084;Reported 14-Oct-2009;Unprovoked;AUSTRALIA;Severe lacerations to lower right leg
1085;09-Oct-2009;Unprovoked;USA;Laceration to shin of left leg
1086;02-Oct-2009;Provoked;UNITED KINGDOM;Injury to forearm from shark's spine PROVOKED INCIDENT 
1087;26-Sep-2009;Unprovoked;USA;Laceration to right foot
1088;18-Sep-2009;Unprovoked;VIETNAM;Lower right leg bitten
1089;15-Sep-2009;Provoked;SOMALIA;Arm bitten PROVOKED INCIDENT 
1090;13-Sep-2009;Provoked;BRAZIL;"Cause of death was drowning; his remains were scavenged by sharks"
1091;12-Sep-2009;Invalid;USA;FATAL
1092;07-Sep-2009;Unprovoked;BRAZIL;FATAL
1093;02-Sep-2009;Invalid;NEVIS;Death was due to drowning. Two days later his remains were recovered from a 12' tiger shark
1094;01-Sep-2009;Provoked;SOLOMON ISLANDS;Injuries to face & neck PROVOKED INCIDENT
1095;30-Aug-2009;Unprovoked;USA;No injury
1096;29-Aug-2009;Unprovoked;SOUTH AFRICA;FATAL
1097;25-Aug-2009;Unprovoked;USA;Puncture wounds to left foot & calf
1098;11-Aug-2009;Unprovoked;SOUTH AFRICA;No injury, shark bit bodyboard
1099;10-Aug-2009;Unprovoked;USA;Puncture marks on left foot
1100;06-Aug-2009;Unprovoked;USA;No injury, surfboard bitten
1101;01-Aug-2009;Unprovoked;USA;Right ankle & foot bitten
1102;31-July-2009;Unprovoked;BAHAMAS;Lacerations to calf
1103;30-Jul-2009;Unprovoked;AUSTRALIA;Left forearm grazed & puncture marks in wetsuit
1104;29-Jul-2009;Unprovoked;VIETNAM;Foot bitten
1105;Reported 24-Jul-2009;Unprovoked;KENYA;FATAL
1106;24-Jul-2009;Unprovoked;USA;Lacerations to anterior left lower leg
1107;24-Jul-2009;Invalid;SPAIN;Laceration to left foot
1108;22-Jul-2009;Unprovoked;USA;Laceration to left foot
1109;22-Jul-2009;Unprovoked;USA;Laceration to lower right leg
1110;18-Jul-2009;Unprovoked;VIETNAM;Severe bite to right leg
1111;11-Jul-2009;Provoked;BAHAMAS;Leg bitten by shark that had been shot in the head by another diver PROVOKED INCIDENT
1112;11-Jul-2009;Unprovoked;USA;No injury, shark collided with surfer & board
1113;07-Jul-2009;Unprovoked;SOUTH AFRICA;Leg bitten
1114;05-Jul-2009;Unprovoked;USA;Right ankle bitten
1115;04-Jul-2009;Provoked;USA;Thigh injured by hooked shark PROVOKED INCIDENT
1116;27-Jun-2009;Unprovoked;AUSTRALIA;2-inch laceration to upper left arm
1117;21-Jun-2009;Invalid;USA;Puncture wounds to foot
1118;16-Jun-2009;Invalid;USA;2-inch laceration to upper left arm
1119;Reported 14-Jun-2009;Provoked;VIETNAM;Hand bitten by hooked shark PROVOKED INCIDENT
1120;02-Jun-2009;Unprovoked;EGYPT;Lacerations to left hand
1121;02-Jun-2009;Unprovoked;EGYPT;3 cm laceration to shoulder
1122;01-Jun-2009;Unprovoked;EGYPT;FATAL
1123;31-May-2009;Provoked;TAIWAN;Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT
1124;25-May-2009;Provoked;USA;Right foot bitten
1125;17-May-2009;Unprovoked;USA;Lacerations to left leg & foot
1126;16-May-2009;Unprovoked;USA;Lacerations to right foot
1127;16-May-2009;Unprovoked;USA;Lacerations to right hand
1128;12-May-2009;Provoked;GUAM;Speared shark bit his forearm PROVOKED INCIDENT
1129;06-Mar-2009;Provoked;BAHAMAS;Lacerations to right forearm after he poked the shark with his spear PROVOKED INCIDENT 
1130;28-Apr-2009;Unprovoked;USA;Multiple lacerations to right foot & ankle
1131;Reported 25-Apr-2009;Unprovoked;USA;No injury
1132;21-Apr-2009;Unprovoked;USA;3 puncture wounds to posterior right ankle
1133;20-Apr-2009;Unprovoked;PHILIPPINES;Legs bitten
1134;19-Apr-2009;Unprovoked;USA;Left foot bitten
1135;17-Apr-2009;Unprovoked;USA;Laceration to forearm
1136;11-Apr-2009;Invalid;USA;Missing
1137;12-Apr-2009;Unprovoked;AUSTRALIA;No injury, catapulted into the water & ski damage
1138;06-Apr-2009;Invalid;SOUTH AFRICA;Body not recovered
1139;06-Apr-2009;Unprovoked;USA;Shark struck him but the diver was not injured
1140;03-Apr-2009;Unprovoked;USA;Lacerations to right foot and ankle
1141;27-Mar-2009;Provoked;SOUTH AFRICA;Calf bitten while helping angler measure the shark during fishing competition PROVOKED INCIDENT
1142;21-Mar-2009;Unprovoked;SOUTH AFRICA;FATAL
1143;20-Mar-2009;Unprovoked;AUSTRALIA;Laceration to right foot, puncture wounds to calf
1144;19-Mar-2009;Unprovoked;AUSTRALIA;No injury, shark damaged surfboard
1145;19-Mar-2009;Unprovoked;AUSTRALIA;No injury, shark bit nose of surfboard
1146;18-Mar-2009;Unprovoked;USA;Minor bite to ankle
1147;Reported 17-Mar-2009;Unprovoked;MALAYSIA;Minor injury
1148;17-Mar-2009;Unprovoked;USA;Minor injury, bite chest and left calf
1149;Reported 16-Mar-2009;Provoked;AUSTRALIA;Thigh bitten when he trod on the shark PROVOKED INCIDENT
1150;06-Mar-2009;Unprovoked;NEW CALEDONIA;FATAL
1151;02-Mar-2009;Provoked;SOUTH AFRICA;Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT
1152;01-Mar-2009;Boatomg;NEW ZEALAND;No injury to occupants, shark bit propeller
1153;01-Mar-2009;Unprovoked;AUSTRALIA;Lacerations to leg
1154;22-Feb-2009;Unprovoked;AUSTRALIA;Severe laceration to finger
1155;18-Feb-2009;Unprovoked;AUSTRALIA;No injury to surfer, but the nose of his board was broken
1156;12-Feb-2009;Unprovoked;AUSTRALIA;Severe injury to hand 
1157;11-Feb-2009;Unprovoked;AUSTRALIA;Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later
1158;08-Feb-2009;Sea Disaster;USA;It is probable that all 5 passengers died on impact. The body of one was scavenged by a shark
1159;07-Feb-2009;Unprovoked;AUSTRALIA;No injury, surfboard dented
1160;07-Feb-2009;Unprovoked;AUSTRALIA;No injury, flung from surfboard by the shark
1161;Reported 27-Jan-2009;Provoked;AZORES;Left forearm bitten PROVOKED INCIDENT
1162;Reported 26-Jan-2009;Invalid;BRAZIL;Probable drowning with post-mortem bites
1163;25-Jan-2009;Unprovoked;CUBA;Severe lacerations to lower left leg
1164;24-Jan-2009;Boat;NEW ZEALAND;No injury to occupant, shark removed small auxiliary outboard motor
1165;24-Jan-2009;Unprovoked;AUSTRALIA;Hand injured
1166;24-Jan-2009;Unprovoked;SOUTH AFRICA;FATAL
1167;23-Jan-2009;Invalid;BRAZIL;Drowned, body scavenged by shark
1168;18-Jan-2009;Boat;AUSTRALIA;No injury to occupants, shark bit propeller
1169;16-Jan-2009;Unprovoked;NEW ZEALAND;No injury, bumped off board by the shark
1170;Reported 13-Jan-2009;Unprovoked;SOUTH AFRICA;FATAL
1171;12-Jan-2009;Unprovoked;AUSTRALIA;Puncture wounds to right calf
1172;11-Jan-2009;Unprovoked;AUSTRALIA;Severe lacerations to right leg
1173;11-Jan-2009;Unprovoked;AUSTRALIA;Left thigh severely bitten
1174;    10-Jan-2009;Boat;NEW ZEALAND;No injury to occupants, shark hit boat & bit outboard motor
1175;10-Jan-2009;Unprovoked;ECUADOR;Right lower leg bitten & defense wounds to hand
1176;06-Jan-2009;Unprovoked;NEW ZEALAND;Posterior thigh bitten
1177;Jan-2009;Unprovoked;CUBA;Lacerations to right calf
1178;30-Dec-2008;Invalid;AUSTRALIA;Reports said a shark attacked the dinghy, but Vickery said it did not
1179;27-Dec-2008;Boating;AUSTRALIA;No injury to occupants -  shark became entangled in aft rudder
1180;27-Dec-2008;Unprovoked;AUSTRALIA;No injury, shark tore his swim fin
1181;27-Dec-2008;Boating;AUSTRALIA;No injury, shark struck kayak, catapulting him into the water
1182;27-Dec-2008;Unprovoked;AUSTRALIA;FATAL
1183;20-Dec-2008;Boating;USA;No injury, shark struck paddle
1184;14-Dec-2008;Unprovoked;NEW ZEALAND;Lacerations to left calf and ankle
1185;10-Dec-2008;Provoked;SOUTH AFRICA;Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT  
1186;06-Dec-2006;Boating;AUSTRALIA;Shark bit boats sea anchor
1187;Dec-2008;Unprovoked;MOZAMBIQUE;FATAL
1188;28-Nov-2008;Unprovoked;EGYPT;Lacerations to fingers
1189;25-Nov-2008;Sea Disaster;PHILIPPINES;Of the 20 crew, 4 were bitten by shark. None of their iinjuries were life-threatening
1190;24-Nov-2008;Unprovoked;ECUADOR;Leg bitten
1191;09-Nov-2008;Boating;AUSTRALIA;No injury to occupant, shark bit dinghy & motor
1192;09-Nov-2008;Sea Disaster;TAIWAN;FATAL
1193;06-Nov-2008;Unprovoked;PHILIPPINES;Torso & righ arm bitten FATAL
1194;22-Oct-2008;Provoked;AUSTRALIA;Small laceration to head from captive shark
1195;21-Oct-2008;Unprovoked;NEW CALEDONIA;Legs bitten
1196;12-Oct-2008;Provoked;AUSTRALIA;Right leg injured by hook and hooked shark PROVOKED INCIDENT
1197;11-Oct-2008;Unprovoked;AUSTRALIA;No injury, board damaged
1198;08-Oct-2008;Unprovoked;USA;Lacerations
1199;06-Oct-2008;Unprovoked;CROATIA;Calf bitten
1200;28-Sep-2008;Unprovoked;USA;Small puncture wounds to the heel of left foot
1201;28-Sep-2008;Unprovoked;USA;Right foot bitten
1202;15-Sep-2008;Provoked;AUSTRALIA;Right hand lacerated by netted shark PROVOKED INCIDENT
1203;14-Sep-2008;Unprovoked;USA;Lacerations to foot
1204;09-Sep-2008;Unprovoked;USA;Bitten on right thigh & calf
1205;08-Sep-2008;Unprovoked;USA;No injury to surfer, board bitten
1206;07-Sep-2008;Unprovoked;AUSTRALIA;Shark became tangled in his surfboard leash. The surfer was not injured
1207;06-Sep-2008;Unprovoked;USA;Minor injury to foot
1208;06-Sep-2008;Unprovoked;USA;Minor injury to foot
1209;01-Sep-2008;Unprovoked;USA;Shark bumped right ankle
1210;Sep-2008;Unprovoked;USA;Right hand bitten
1211;30-Aug-2008;Unprovoked;AUSTRALIA;No injury, bumped off board by the shark
1212;30-Aug-2008;Invalid;USA;Death was probably due to drowning
1213;30-Aug-2008;Provoked;ENGLAND;Wrist bitten by hooked shark PROVOKED INCIDENT
1214;28-Aug-2008;Unprovoked;USA;Superfical cut to left ankle
1215;27-Aug-2008;Unprovoked;USA;Lacerations to lower left leg
1216;24-Aug-2008;Unprovoked;USA;Minor injury to left foot
1217;24-Aug-2008;Invalid;USA;Calf bitten
1218;20-Aug-2008;Unprovoked;USA;3 lacerations to forearm
1219;18-Aug-2008;Invalid;USA;Minor injuries
1220;16-Aug-2008;Unprovoked;USA;Severe lacerations to left foot
1221;12-Aug-2008;Unprovoked;USA;Puncture wounds & 3-inch laceration to right calf
1222;11-Aug-2008;Unprovoked;USA;No injury, shark grabbed his bag of fish
1223;30-Jul-2008;Unprovoked;AUSTRALIA;No injury, surfboard leash severed
1224;Reported 30-Jul-2008;Unprovoked;SOUTH AFRICA;Lacerations to fingers
1225;27-Jul-2008;Unprovoked;PANAMA;5 lacerations to left foot
1226;26-Jul-2008;Unprovoked;MEXICO;3 puncture wounds to toe
1227;26-Jul-2008;Unprovoked;USA;Minor injury
1228;25-Jul-2008;Unprovoked;USA;Right foot bitten
1229;25-Jul-2008;Unprovoked;USA;Forearm bitten 
1230;24-Jul-2008;Unprovoked;USA;Minor lacerations to  toe
1231;24-Jul-2008;Unprovoked;USA;Lacerations to dorsum of right foot 
1232;23-Jul-2008;Provoked;USA;Foot bitten after he stepped on the shark PROVOKED INCIDENT
1233;19-Jul-2008;Unprovoked;USA;Lacerations to lower left leg
1234;18-Jul-2008;Unprovoked;EGYPT;Leg severed
1235;13-Jul-2008;Invalid;USA;Bruises, abrasions and some spinal and nerve damage when collided with marine animal, possibly a shark or dolphin.
1236;11-Jul-2008;Unprovoked;USA;Laceration to foream
1237;09-Jul-2008;Unprovoked;USA;Lacerations to  right foot
1238;05-Jul-2008;Unprovoked;USA;Lacerations to right foot
1239;Late Jul-2008;Boating;UNITED KINGDOM;Shark leapt into & damaged the dinghy but no injury to occupants
1240;28-Jun-2008;Invalid;USA;Probable drowning with post-mortem bites
1241;28-Jun-2008;Unprovoked;BAHAMAS;Lacerations to calf
1242;28-Jun-2008;Unprovoked;SOUTH AFRICA;No injury, ski bitten
1243;Reported 26-Jun-2008;Unprovoked;SOUTH AFRICA;No injury
1244;26-Jun-2008;Unprovoked;USA;Minor laceration to foot
1245;26-Jun-2008;Unprovoked;USA;Lacerations to hand
1246;24-Jun-2008;Unprovoked;BRAZIL;No injury, board bitten
1247;21-Jun-2008;Boating;USA; No injury. Shark bumped kayak, flinging her into the  water. 
1248;20-Jun-2008;Unprovoked;USA;Lacerations to lower right calf
1249;11-Jun-2008;Unprovoked;BRAZIL;Laceration to left leg & foot
1250;07-Jun-2008;Unprovoked;USA;Lacerations & abrasions to right hand
1251;Reported 02-Jun-2008;Boating;SCOTLAND;"No injury to occupants; shark struck their boat"
1252;01-Jun-2008;Unprovoked;USA;Foot bitten
1253;01-Jun-2008;Unprovoked;BRAZIL;Hand severed, buttocks bitten
1254;26-May-2008;Unprovoked;USA;Biceps & lower arm bitten
1255;24-May-2008;Sea Disaster;BAHAMAS;Boat capsized in squall. 2 bodies scavenged  by sharks
1256;24-May-2008;Unprovoked;MEXICO;Lacerations to right forearm and hand
1257;23-May-2008;Unprovoked;MEXICO;FATAL
1258;14-May-2008;Unprovoked;FIJI;FATAL
1259;10-May-2008;Unprovoked;AUSTRALIA;Severe lacerations to left leg
1260;07-May-2008;Unprovoked;NEW CALEDONIA;Lower legs bitten
1261;07-May-2008;Unprovoked;USA;2 inch laceration to left lower calf.
1262;01-May-2008;Provoked;SOUTH AFRICA;Leg bitten by shark taken aboard Japanese trawler PROVOKED INCIDENT
1263;28-Apr-2008;Unprovoked;MEXICO;FATAL    Severe bite to right thigh
1264;28-Apr-2008;Unprovoked;USA;3-inch laceration to dorsal surface of left foot
1265;27-Apr-2008;Unprovoked;USA;Calf bitten
1266;26-Apr-2008;Unprovoked;NEW CALEDONIA;Lacerations to left foot
1267;26-Apr-2008;Provoked;USA;Puncture wounds to right foot                  PROVOKED INCIDENT
1268;25-Apr-2008;Unprovoked;USA;FATAL
1269;20-Apr-2008;Unprovoked;USA;Cuts & punctures to right foot
1270;20-Apr-2008;Unprovoked;AUSTRALIA;
1271;Reported 19-Apr-2008;Invalid;SOUTH AFRICA;As he pushd the shark away from his camera, his finger was cut on a tooth
1272;18-Apr-2008;Invalid;MEXICO;Probable drowning with post-mortem bites
1273;17-Apr-2008;Invalid;AUSTRALIA;2 puncture wounds to leg
1274;15-Apr-2008;Unprovoked;USA;Puncture wounds to right foot
1275;Reported 09-Apr-2008;Unprovoked;FIJI;Left forearm bitten 
1276;25-Mar-2008;Unprovoked;USA;Shin bitten
1277;Reported 08-Apr-2008;Unprovoked;USA;Foot bitten
1278;08-Apr-2008;Unprovoked;AUSTRALIA;FATAL
1279;03-Apr-2008;Unprovoked;USA;Right foot & ankle bitten
1280;28-Mar-2008;Unprovoked;SOUTH AFRICA;Right leg bitten
1281;28-Mar-2008;Unprovoked;USA;Foot bitten
1282;28-Mar-2008;Unprovoked;USA;Right foot bitten
1283;23-Mar-2008;Unprovoked;USA;Three small lacerations/ punctures to right foot
1284;21-Mar-2008;Unprovoked;USA;Two 3-inch lacerations to right ankle
1285;15-Mar-2008;Unprovoked;USA;Minor injury
1286;07-Mar-2008;Unprovoked;USA;No injury to surfer, surfboard bitten by the shark
1287;24-Feb-2008;Unprovoked;BAHAMAS;Leg bitten, FATAL
1288;Reported 21-Feb-2008;Unprovoked;FRENCH POLYNESIA;Lacerations to face
1289;15-Feb-2008;Unprovoked;USA;Lacerations to foot
1290;07-Feb-2008;Unprovoked;AUSTRALIA;"Abrasions to elbow; collided with shark"
1291;06-Feb-2008;Unprovoked;USA;Lacerations to foot
1292;2008.01.30;Provoked;JAPAN;No injury, captive shark attempted to bite diver's arm PROVOKED INCIDENTt
1293;29-Jan-2008;Unprovoked;SOUTH AFRICA;No injury to surf-skiier, shark holed ski
1294;27-Jan-2008;Provoked;AUSTRALIA;Laceration to left knee PROVOKED INCIDENT
1295;Reported 19-Jan-2008;Invalid;NEW ZEALAND;Stingray envenomation, not a shark
1296;14-Jan-2008;Boat;NEW ZEALAND;No injury to occupants, pontoon punctured
1297;10-Jan-2008;Unprovoked;USA;Left foot bitten
1298;Fall 2008;Provoked;USA;Minor injury to hand by hooked shark   PROVOKED INCIDENT
1299;Summer-2008;Unprovoked;MEXICO;Leg bitten
1300;21-Dec-2007;Unprovoked;ECUADOR;Lacerations & puncture wounds  to left thigh
1301;19-Dec-2007;Invalid;BRITISH VIRGIN ISLANDS;Shark bites were post-mortem
1302;18-Dec-2007;Unprovoked;AUSTRALIA;Severe lacerations to right buttock
1303;15-Dec-2007;Unprovoked;AUSTRALIA;Lacerations to hand
1304;14-Dec-2007;Invalid;AUSTRALIA;Lacerations to left forearm
1305;10-Dec-2007;Unprovoked;USA;No injury, shark bit surfboard 
1306;09-Dec-2007;Unprovoked;NEW ZEALAND;No injury, shark bit surfboard & severed leash
1307;07-Dec-2007;Unprovoked;BRAZIL;20 cm injury to left foot
1308;18-Nov-2007;Provoked;AUSTRALIA;Minor injury to finger by netted shark PROVOKED INCIDENT
1309;08-Nov-2007;Unprovoked;AUSTRALIA;No injury, teethmarks in board & torn wetsuit
1310;07-Nov-2007;Unprovoked;SOUTH AFRICA;Lacerations to feet
1311;06-Nov-2007;Unprovoked;USA;Cut to right knee
1312;04-Nov-2007;Unprovoked;USA;Lacerations to right leg
1313;03-Nov-2007;Unprovoked;SOUTH AFRICA;Lacerations to thigh
1314;November 2011;Invalid;MEXICO;White shark breached cage. No injury to occupants
1315;29-Oct-2007;Unprovoked;USA;Lacerations to left lower leg
1316;15-Oct-2007;Unprovoked;AUSTRALIA;small laceration to wrist
1317;13-Oct-2007;Unprovoked;AUSTRALIA;Laceration to calf
1318;07-Oct-2007;Unprovoked;USA;4 scratches on left hand
1319;06-Oct-2007;Unprovoked;USA;Severe lacerations to right hand
1320;30-Sep-2007;Unprovoked;USA;Puncture wound to foot
1321;30-Sep-2007;Sea Disaster;PHILIPPINES;FATAL        Only 4 of the 18 on board were rescued, some of the missing were allegedly killed by sharks
1322;30-Sep-2007;Unprovoked;NEW CALEDONIA;FATAL
1323;28-Sep-2007;Unprovoked;BAHAMAS;Thigh bitten
1324;27-Sep-2007;Unprovoked;USA;No injury to surfer, surfboard bitten
1325;27-Sep-2007;Unprovoked;EGYPT;Severe lacerations to lower left leg, ankle and foot
1326;22-Sep-2007;Invalid;USA;Shark involvement prior to death unconfirmed
1327;22-Sep-2007;Unprovoked;USA;Laceration to foot
1328;20-Sep-2007;Unprovoked;USA;Small lacerations to bottom of right big toe
1329;17-Sep-2007;Unprovoked;SOLOMON ISLANDS;Left thigh bitten
1330;16-Sep-2007;Unprovoked;USA;Laceration to right heel
1331;16-Sep-2007;Unprovoked;USA;No injury, surfboard bitten
1332;13-Sep-2007;Unprovoked;USA;Minor injury, shark latched onto his abdomen
1333;08-Sep-2007;Unprovoked;USA;Puncture wounds & 2-inch laceration to calf
1334;05-Sep-2007;Unprovoked;USA;Laceration to right big toe
1335;04-Sep-2007;Unprovoked;USA;Lacerations to left calf and both feet 
1336;03-Sep-2007;Unprovoked;USA;Tiny punctures to arm
1337;03-Sep-2007;Unprovoked;USA;"3"" laceration to left forearm"
1338;28-Aug-2007;Unprovoked;USA;Laceration to right heel
1339;28-Aug-2007;Unprovoked;USA;Lacerations to thigh & torso
1340;26-Aug-2007;Unprovoked;USA;Left hand  bitten
1341;25-Aug-2007;Unprovoked;USA; 6 lacerations to left hand
1342;22-Aug-2007;Provoked;USA;Minor injury from captive shark PROVOKED INCIDENT
1343;20-Aug-2007;Provoked;USA;Forearm bitten by hooked shark PROVOKED INCIDENT
1344;19-Aug-2007;Unprovoked;USA;Torso bitten
1345;19-Aug-2007;Unprovoked;USA;Foot bitten
1346;19-Aug-2007;Unprovoked;USA;Right calf bitten
1347;15-Aug-2007;Unprovoked;USA;Puncture wounds to torso
1348;12-Aug-2007;Unprovoked;USA;Minor injury, small lacerations to right foot
1349;11-Aug-2007;Unprovoked;USA;Minor injury, lacerations to left ankle & foot 
1350;09-Aug-2007;Unprovoked;USA;Lacerations to right foot
1351;09-Aug-2007;Unprovoked;USA;Lacerations to lower leg & ankle
1352;07-Aug-2007;Unprovoked;USA;Lacerations to arm
1353;29-Jul-2007;Unprovoked;USA;Minor injury to shoulder
1354;28-Jul-2007;Unprovoked;USA;No injury, shark bit surfboard
1355;22-Jul-2007;Unprovoked;USA;No injury, surfboard bumped by shark for 20 minutes
1356;21-Jul-2007;Boating;USA;No injury, kayak bitten
1357;19-Jul-2007.b;Unprovoked;USA;Left calf severely bitten
1358;19-Jul-2007.a;Unprovoked;AUSTRALIA;Calf bitten
1359;18-Jul-2007;Unprovoked;USA;Right calf bitten
1360;18-Jul-2007;Provoked;NORWAY;"PROVOKED INCIDENT           No injury. Diver touched 'dead' shark; shark bit his equipment-covered arm"
1361;17-Jul-2007;Invalid;USA;Foot injured. Shark involvment uncomfirmed
1362;17-Jul-2007;Unprovoked;USA;Lacerations to right thigh & left foot
1363;10-Jul-2007;Unprovoked;BAHAMAS;Lacerations to thumb, ring and pinky fingers of right hand 
1364;05-Jul-2007;Unprovoked;USA;Right foot bitten
1365;04-Jul-2007;Unprovoked;REUNION;Minor injuries to thigh & knee 
1366;Jul-2007;Invalid;SENEGAL;
1367;30-Jun-2007;Provoked;USA;Lacerations to right  hand by hooked shark PROVOKED INCIDENT
1368;30-Jun-2007;Unprovoked;USA;Hand bitten
1369;25-Jun-2007;Unprovoked;USA;6 to 8 puncture wounds to right hand
1370;24-Jun-2007;Unprovoked;USA;No injury, board damaged
1371;17-Jun-2007;Invalid;USA;Superficial injuries to upper leg may have been caused by surfboard fin
1372;12-Jun-2007;Unprovoked;USA;Right foot bitten
1373;05-Jun-2007;Unprovoked;AUSTRALIA;Lacerations to leg & ankle
1374;26-May-2007;Unprovoked;USA;Lacerations to lower leg
